movie_title,imdb_score,title_year,content_rating,main_genre,director_name,star_cast,genres,duration,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_count,decade,imdb_category,duration_category
Due Date,6.6,2010,R,Comedy,Todd Phillips,Robert Downey Jr.,"Comedy, Drama",95.0,Comedy,Drama,,,,,,,2,2010,Average,Medium
Eat Pray Love,5.7,2010,PG-13,Drama,Ryan Murphy,James Franco,"Drama, Romance",140.0,Drama,Romance,,,,,,,2,2010,Average,Long
RED,7.1,2010,PG-13,Action,Robert Schwentke,Bruce Willis,"Action, Comedy, Crime, Thriller",111.0,Action,Comedy,Crime,Thriller,,,,,4,2010,Good,Medium
Edge of Darkness,6.6,2010,R,Crime,Martin Campbell,Bojana Novakovic,"Crime, Drama, Mystery, Thriller",117.0,Crime,Drama,Mystery,Thriller,,,,,4,2010,Average,Medium
Resident Evil: Afterlife,5.9,2010,R,Action,Paul W.S. Anderson,Milla Jovovich,"Action, Adventure, Horror, Sci-Fi",97.0,Action,Adventure,Horror,Sci-Fi,,,,,4,2010,Average,Medium
Date Night,6.3,2010,PG-13,Comedy,Shawn Levy,Mila Kunis,"Comedy, Crime, Romance, Thriller",101.0,Comedy,Crime,Romance,Thriller,,,,,4,2010,Average,Medium
Burlesque,6.4,2010,PG-13,Drama,Steve Antin,Eric Dane,"Drama, Music, Musical, Romance",119.0,Drama,Music,Musical,Romance,,,,,4,2010,Average,Medium
Valentines Day,5.7,2010,PG-13,Comedy,Garry Marshall,Bradley Cooper,"Comedy, Romance",125.0,Comedy,Romance,,,,,,,2,2010,Average,Long
From Paris with Love,6.5,2010,R,Action,Pierre Morel,Kasia Smutniak,"Action, Thriller",92.0,Action,Thriller,,,,,,,2,2010,Average,Medium
Marmaduke,4.2,2010,PG,Comedy,Tom Dey,Emma Stone,"Comedy, Family",87.0,Comedy,Family,,,,,,,2,2010,Poor,Short
Hereafter,6.5,2010,PG-13,Drama,Clint Eastwood,Matt Damon,"Drama, Fantasy",129.0,Drama,Fantasy,,,,,,,2,2010,Average,Long
Fair Game,6.8,2010,PG-13,Biography,Doug Liman,Naomi Watts,"Biography, Drama, Thriller",108.0,Biography,Drama,Thriller,,,,,,3,2010,Average,Medium
Jonah Hex,4.7,2010,PG-13,Action,Jimmy Hayward,Michael Fassbender,"Action, Drama, Fantasy, Thriller, Western",81.0,Action,Drama,Fantasy,Thriller,Western,,,,5,2010,Poor,Short
The Ghost Writer,7.2,2010,PG-13,Mystery,Roman Polanski,Jim Belushi,"Mystery, Thriller",128.0,Mystery,Thriller,,,,,,,2,2010,Good,Long
The Bounty Hunter,5.5,2010,PG-13,Action,Andy Tennant,Gerard Butler,"Action, Comedy, Romance",110.0,Action,Comedy,Romance,,,,,,3,2010,Average,Medium
Charlie St. Cloud,6.5,2010,PG-13,Drama,Burr Steers,Augustus Prew,"Drama, Fantasy, Romance",99.0,Drama,Fantasy,Romance,,,,,,3,2010,Average,Medium
The Warriors Way,6.3,2010,R,Action,Sngmoo Lee,Tony Cox,"Action, Fantasy, Western",100.0,Action,Fantasy,Western,,,,,,3,2010,Average,Medium
The Social Network,7.7,2010,PG-13,Biography,David Fincher,Andrew Garfield,"Biography, Drama",120.0,Biography,Drama,,,,,,,2,2010,Good,Medium
Get Him to the Greek,6.4,2010,R,Comedy,Nicholas Stoller,Pink,"Comedy, Music",114.0,Comedy,Music,,,,,,,2,2010,Average,Medium
Predators,6.4,2010,R,Action,Nimród Antal,Topher Grace,"Action, Adventure, Sci-Fi, Thriller",107.0,Action,Adventure,Sci-Fi,Thriller,,,,,4,2010,Average,Medium
Morning Glory,6.5,2010,PG-13,Comedy,Roger Michell,Noah Bean,"Comedy, Drama, Romance",107.0,Comedy,Drama,Romance,,,,,,3,2010,Average,Medium
The Town,7.6,2010,R,Crime,Ben Affleck,Jeremy Renner,"Crime, Drama, Thriller",150.0,Crime,Drama,Thriller,,,,,,3,2010,Good,Long
Cop Out,5.6,2010,R,Action,Kevin Smith,Bruce Willis,"Action, Comedy, Crime",107.0,Action,Comedy,Crime,,,,,,3,2010,Average,Medium
Hot Tub Time Machine,6.4,2010,R,Comedy,Steve Pink,Charlie McDermott,"Comedy, Sci-Fi",101.0,Comedy,Sci-Fi,,,,,,,2,2010,Average,Medium
True Grit,7.7,2010,PG-13,Adventure,Ethan Coen,Matt Damon,"Adventure, Drama, Western",110.0,Adventure,Drama,Western,,,,,,3,2010,Good,Medium
Secretariat,7.2,2010,PG,Biography,Randall Wallace,Scott Glenn,"Biography, Drama, Family, History, Sport",123.0,Biography,Drama,Family,History,Sport,,,,5,2010,Good,Long
The Back-up Plan,5.3,2010,PG-13,Comedy,Alan Poul,Danneel Ackles,"Comedy, Romance",104.0,Comedy,Romance,,,,,,,2,2010,Average,Medium
Nanny McPhee Returns,6.1,2010,PG,Comedy,Susanna White,Daniel Mays,"Comedy, Family, Fantasy",109.0,Comedy,Family,Fantasy,,,,,,3,2010,Average,Medium
Furry Vengeance,3.8,2010,PG,Comedy,Roger Kumble,Brendan Fraser,"Comedy, Family",92.0,Comedy,Family,,,,,,,2,2010,Poor,Medium
Biutiful,7.5,2010,R,Drama,Alejandro G. Iñárritu,Maricel Álvarez,Drama,148.0,Drama,,,,,,,,1,2010,Good,Long
Takers,6.2,2010,PG-13,Action,John Luessenhop,Paul Walker,"Action, Crime, Thriller",107.0,Action,Crime,Thriller,,,,,,3,2010,Average,Medium
Repo Men,6.3,2010,R,Action,Miguel Sapochnik,Alice Braga,"Action, Crime, Sci-Fi, Thriller",119.0,Action,Crime,Sci-Fi,Thriller,,,,,4,2010,Average,Medium
Going the Distance,6.3,2010,R,Comedy,Nanette Burstein,Rob Riggle,"Comedy, Romance",102.0,Comedy,Romance,,,,,,,2,2010,Average,Medium
Extraordinary Measures,6.5,2010,PG,Drama,Tom Vaughan,Harrison Ford,Drama,106.0,Drama,,,,,,,,1,2010,Average,Medium
Letters to Juliet,6.5,2010,PG,Comedy,Gary Winick,Vanessa Redgrave,"Comedy, Drama, Romance",105.0,Comedy,Drama,Romance,,,,,,3,2010,Average,Medium
Step Up 3D,6.2,2010,PG-13,Drama,Jon M. Chu,Alyson Stoner,"Drama, Music, Romance",107.0,Drama,Music,Romance,,,,,,3,2010,Average,Medium
The Next Three Days,7.4,2010,PG-13,Crime,Paul Haggis,Olivia Wilde,"Crime, Drama, Romance, Thriller",133.0,Crime,Drama,Romance,Thriller,,,,,4,2010,Good,Long
Love  Other Drugs,6.7,2010,R,Comedy,Edward Zwick,Jake Gyllenhaal,"Comedy, Drama, Romance",112.0,Comedy,Drama,Romance,,,,,,3,2010,Average,Medium
Barneys Version,7.3,2010,R,Comedy,Richard J. Lewis,Mark Addy,"Comedy, Drama",134.0,Comedy,Drama,,,,,,,2,2010,Good,Long
Animals United,4.9,2010,PG,Animation,Reinhard Klooss,Jim Broadbent,"Animation, Comedy, Family",93.0,Animation,Comedy,Family,,,,,,3,2010,Poor,Medium
Kick-Ass,7.7,2010,R,Action,Matthew Vaughn,Elizabeth McGovern,"Action, Comedy",117.0,Action,Comedy,,,,,,,2,2010,Good,Medium
The Spy Next Door,5.4,2010,PG,Action,Brian Levant,Madeline Carroll,"Action, Comedy, Family",94.0,Action,Comedy,Family,,,,,,3,2010,Average,Medium
Legion,5.2,2010,R,Action,Scott Stewart,Dennis Quaid,"Action, Fantasy, Horror",100.0,Action,Fantasy,Horror,,,,,,3,2010,Average,Medium
Dear John,6.3,2010,PG-13,Drama,Lasse Hallström,Channing Tatum,"Drama, Romance, War",108.0,Drama,Romance,War,,,,,,3,2010,Average,Medium
The Losers,6.4,2010,PG-13,Action,Sylvain White,Chris Evans,"Action, Crime, Drama, Mystery, Thriller",97.0,Action,Crime,Drama,Mystery,Thriller,,,,5,2010,Average,Medium
Dont Be Afraid of the Dark,5.6,2010,R,Fantasy,Troy Nixey,Bailee Madison,"Fantasy, Horror, Thriller",99.0,Fantasy,Horror,Thriller,,,,,,3,2010,Average,Medium
My Soul to Take,4.8,2010,R,Horror,Wes Craven,Frank Grillo,"Horror, Mystery, Thriller",107.0,Horror,Mystery,Thriller,,,,,,3,2010,Poor,Medium
The Conspirator,7.0,2010,PG-13,Crime,Robert Redford,Robin Wright,"Crime, Drama, History",122.0,Crime,Drama,History,,,,,,3,2010,Average,Long
A Turtles Tale: Sammys Adventures,6.1,2010,PG,Adventure,Ben Stassen,Ed Begley Jr.,"Adventure, Animation, Family",88.0,Adventure,Animation,Family,,,,,,3,2010,Average,Short
Little White Lies,7.1,2010,NOT RATED,Comedy,Guillaume Canet,François Cluzet,"Comedy, Drama",134.0,Comedy,Drama,,,,,,,2,2010,Good,Long
Love Ranch,5.7,2010,R,Comedy,Taylor Hackford,Scout Taylor-Compton,"Comedy, Drama, Romance, Sport",117.0,Comedy,Drama,Romance,Sport,,,,,4,2010,Average,Medium
Space Dogs,5.2,2010,G,Adventure,Inna Evlannikova,Sergey Garmash,"Adventure, Animation, Comedy, Family",85.0,Adventure,Animation,Comedy,Family,,,,,4,2010,Average,Short
Piranha 3D,5.5,2010,R,Comedy,Alexandre Aja,Adam Scott,"Comedy, Horror",88.0,Comedy,Horror,,,,,,,2,2010,Average,Short
Faster,6.5,2010,R,Action,George Tillman Jr.,Dwayne Johnson,"Action, Crime, Drama, Thriller",98.0,Action,Crime,Drama,Thriller,,,,,4,2010,Average,Medium
Stone,5.4,2010,R,Drama,John Curran,Robert De Niro,"Drama, Thriller",105.0,Drama,Thriller,,,,,,,2,2010,Average,Medium
For Colored Girls,6.0,2010,R,Drama,Tyler Perry,Omari Hardwick,Drama,133.0,Drama,,,,,,,,1,2010,Average,Long
Jackass 3D,7.1,2010,R,Action,Jeff Tremaine,Bam Margera,"Action, Comedy, Documentary",101.0,Action,Comedy,Documentary,,,,,,3,2010,Good,Medium
The Last Song,5.8,2010,PG,Drama,Julie Anne Robinson,Kelly Preston,"Drama, Family, Music, Romance",107.0,Drama,Family,Music,Romance,,,,,4,2010,Average,Medium
Why Did I Get Married Too?,4.4,2010,PG-13,Comedy,Tyler Perry,Michael Jai White,"Comedy, Drama, Romance",121.0,Comedy,Drama,Romance,,,,,,3,2010,Poor,Long
The American,6.3,2010,R,Crime,Anton Corbijn,Violante Placido,"Crime, Drama, Thriller",105.0,Crime,Drama,Thriller,,,,,,3,2010,Average,Medium
Vampires Suck,3.5,2010,PG-13,Comedy,Jason Friedberg,Diedrich Bader,Comedy,82.0,Comedy,,,,,,,,1,2010,Poor,Short
The Debt,6.9,2010,R,Drama,John Madden,Tom Wilkinson,"Drama, Thriller",113.0,Drama,Thriller,,,,,,,2,2010,Average,Medium
You Again,5.8,2010,PG,Comedy,Andy Fickman,Jamie Lee Curtis,"Comedy, Family, Romance",105.0,Comedy,Family,Romance,,,,,,3,2010,Average,Medium
Shes Out of My League,6.4,2010,R,Comedy,Jim Field Smith,Mike Vogel,"Comedy, Romance",104.0,Comedy,Romance,,,,,,,2,2010,Average,Medium
Alpha and Omega,5.3,2010,PG,Adventure,Anthony Bell,Kevin Sussman,"Adventure, Animation, Comedy, Family, Romance",90.0,Adventure,Animation,Comedy,Family,Romance,,,,5,2010,Average,Short
Let Me In,7.2,2010,R,Drama,Matt Reeves,Chloë Grace Moretz,"Drama, Fantasy, Horror, Mystery",116.0,Drama,Fantasy,Horror,Mystery,,,,,4,2010,Good,Medium
All Good Things,6.3,2010,R,Crime,Andrew Jarecki,Ryan Gosling,"Crime, Drama, Mystery, Romance, Thriller",101.0,Crime,Drama,Mystery,Romance,Thriller,,,,5,2010,Average,Medium
Dylan Dog: Dead of Night,5.1,2010,PG-13,Action,Kevin Munroe,Marco St. John,"Action, Comedy, Crime, Fantasy, Horror, Mystery, Sci-Fi, Thriller",107.0,Action,Comedy,Crime,Fantasy,Horror,Mystery,Sci-Fi,Thriller,8,2010,Average,Medium
The Tempest,5.4,2010,PG-13,Comedy,Julie Taymor,Djimon Hounsou,"Comedy, Drama, Fantasy, Romance",110.0,Comedy,Drama,Fantasy,Romance,,,,,4,2010,Average,Medium
The Switch,6.1,2010,PG-13,Comedy,Josh Gordon,Caroline Dhavernas,"Comedy, Drama, Romance",101.0,Comedy,Drama,Romance,,,,,,3,2010,Average,Medium
The Crazies,6.5,2010,R,Horror,Breck Eisner,Radha Mitchell,"Horror, Thriller",101.0,Horror,Thriller,,,,,,,2,2010,Average,Medium
Leap Year,6.4,2010,PG,Comedy,Anand Tucker,Adam Scott,"Comedy, Romance",100.0,Comedy,Romance,,,,,,,2,2010,Average,Medium
127 Hours,7.6,2010,R,Adventure,Danny Boyle,James Franco,"Adventure, Biography, Drama, Thriller",94.0,Adventure,Biography,Drama,Thriller,,,,,4,2010,Good,Medium
Saw 3D: The Final Chapter,5.6,2010,R,Horror,Kevin Greutert,Costas Mandylor,"Horror, Mystery",90.0,Horror,Mystery,,,,,,,2,2010,Average,Short
Lottery Ticket,4.9,2010,PG-13,Comedy,Erik White,Brandon T. Jackson,Comedy,99.0,Comedy,,,,,,,,1,2010,Poor,Medium
Remember Me,7.2,2010,PG-13,Drama,Allen Coulter,Robert Pattinson,"Drama, Romance",113.0,Drama,Romance,,,,,,,2,2010,Good,Medium
The Kings Speech,8.0,2010,R,Biography,Tom Hooper,Colin Firth,"Biography, Drama, History, Romance",118.0,Biography,Drama,History,Romance,,,,,4,2010,Good,Medium
Diary of a Wimpy Kid,6.2,2010,PG,Comedy,Thor Freudenthal,Chloë Grace Moretz,"Comedy, Family",94.0,Comedy,Family,,,,,,,2,2010,Average,Medium
Ramona and Beezus,6.7,2010,G,Adventure,Elizabeth Allen Rosenbaum,Sierra McCormick,"Adventure, Comedy, Family, Fantasy",103.0,Adventure,Comedy,Family,Fantasy,,,,,4,2010,Average,Medium
Country Strong,6.3,2010,PG-13,Drama,Shana Feste,Leighton Meester,"Drama, Music",117.0,Drama,Music,,,,,,,2,2010,Average,Medium
You Will Meet a Tall Dark Stranger,6.3,2010,R,Comedy,Woody Allen,Anthony Hopkins,"Comedy, Drama, Romance",98.0,Comedy,Drama,Romance,,,,,,3,2010,Average,Medium
Never Let Me Go,7.2,2010,R,Drama,Mark Romanek,Andrew Garfield,"Drama, Romance, Sci-Fi",103.0,Drama,Romance,Sci-Fi,,,,,,3,2010,Good,Medium
Centurion,6.4,2010,R,Action,Neil Marshall,Michael Fassbender,"Action, Adventure, Drama, History, Thriller, War",97.0,Action,Adventure,Drama,History,Thriller,War,,,6,2010,Average,Medium
Sarahs Key,7.5,2010,PG-13,Drama,Gilles Paquet-Brenner,Kristin Scott Thomas,"Drama, War",111.0,Drama,War,,,,,,,2,2010,Good,Medium
Our Family Wedding,4.9,2010,PG-13,Comedy,Rick Famuyiwa,America Ferrera,"Comedy, Romance",103.0,Comedy,Romance,,,,,,,2,2010,Poor,Medium
Reign of Assassins,6.9,2010,R,Action,Chao-Bin Su,Woo-sung Jung,Action,117.0,Action,,,,,,,,1,2010,Average,Medium
Flipped,7.7,2010,PG,Comedy,Rob Reiner,Madeline Carroll,"Comedy, Drama, Romance",90.0,Comedy,Drama,Romance,,,,,,3,2010,Good,Short
The Last Godfather,3.6,2010,PG-13,Comedy,Hyung-rae Shim,Jason Mewes,Comedy,100.0,Comedy,,,,,,,,1,2010,Poor,Medium
Black Swan,8.0,2010,R,Drama,Darren Aronofsky,Natalie Portman,"Drama, Thriller",108.0,Drama,Thriller,,,,,,,2,2010,Good,Medium
Womb,6.4,2010,UNRATED,Drama,Benedek Fliegauf,Eva Green,"Drama, Romance, Sci-Fi",111.0,Drama,Romance,Sci-Fi,,,,,,3,2010,Average,Medium
The Killer Inside Me,6.1,2010,R,Crime,Michael Winterbottom,Liam Aiken,"Crime, Drama, Thriller",109.0,Crime,Drama,Thriller,,,,,,3,2010,Average,Medium
Machete,6.7,2010,R,Action,Ethan Maniquis,Robert De Niro,"Action, Crime, Thriller",105.0,Action,Crime,Thriller,,,,,,3,2010,Average,Medium
Casino Jack,6.2,2010,R,Biography,George Hickenlooper,Kevin Spacey,"Biography, Comedy, Crime, Drama",108.0,Biography,Comedy,Crime,Drama,,,,,4,2010,Average,Medium
Just Wright,5.8,2010,PG,Comedy,Sanaa Hamri,Common,"Comedy, Romance, Sport",100.0,Comedy,Romance,Sport,,,,,,3,2010,Average,Medium
Space Battleship Yamato,6.1,2010,TV-14,Action,Takashi Yamazaki,Takuya Kimura,"Action, Adventure, Drama, Sci-Fi",138.0,Action,Adventure,Drama,Sci-Fi,,,,,4,2010,Average,Long
The Fighter,7.9,2010,R,Biography,David O. Russell,Christian Bale,"Biography, Drama, Sport",116.0,Biography,Drama,Sport,,,,,,3,2010,Good,Medium
Brighton Rock,5.7,2010,R,Crime,Rowan Joffe,Sam Riley,"Crime, Drama, Thriller",111.0,Crime,Drama,Thriller,,,,,,3,2010,Average,Medium
Housefull,5.3,2010,R,Comedy,Sajid Khan,Arjun Rampal,Comedy,144.0,Comedy,,,,,,,,1,2010,Average,Long
Devil,6.3,2010,PG-13,Horror,John Erick Dowdle,Bojana Novakovic,"Horror, Mystery, Thriller",80.0,Horror,Mystery,Thriller,,,,,,3,2010,Average,Short
Skyline,4.4,2010,PG-13,Action,Colin Strause,David Zayas,"Action, Sci-Fi, Thriller",97.0,Action,Sci-Fi,Thriller,,,,,,3,2010,Poor,Medium
MacGruber,5.5,2010,R,Action,Jorma Taccone,Jasper Cole,"Action, Comedy, Romance",95.0,Action,Comedy,Romance,,,,,,3,2010,Average,Medium
Welcome to the Rileys,7.0,2010,R,Drama,Jake Scott,Kristen Stewart,Drama,110.0,Drama,,,,,,,,1,2010,Average,Medium
Blood Done Sign My Name,6.7,2010,PG-13,Drama,Jeb Stuart,Ricky Schroder,Drama,128.0,Drama,,,,,,,,1,2010,Average,Long
The Reef,5.8,2010,R,Horror,Andrew Traucki,Damian Walshe-Howling,"Horror, Thriller",94.0,Horror,Thriller,,,,,,,2,2010,Average,Medium
Its a Wonderful Afterlife,5.4,2010,PG-13,Comedy,Gurinder Chadha,Sendhil Ramamurthy,"Comedy, Drama, Horror, Romance",100.0,Comedy,Drama,Horror,Romance,,,,,4,2010,Average,Medium
Good Intentions,5.2,2010,PG-13,Comedy,Jim Issa,Elaine Hendrix,Comedy,84.0,Comedy,,,,,,,,1,2010,Average,Short
Gunless,6.5,2010,R,Action,William Phillips,Tyler Mane,"Action, Comedy, Drama, Western",89.0,Action,Comedy,Drama,Western,,,,,4,2010,Average,Short
Kites,6.0,2010,R,Action,Anurag Basu,Bárbara Mori,"Action, Drama, Romance, Thriller",90.0,Action,Drama,Romance,Thriller,,,,,4,2010,Average,Short
The Runaways,6.6,2010,R,Biography,Floria Sigismondi,Kristen Stewart,"Biography, Drama, Music",106.0,Biography,Drama,Music,,,,,,3,2010,Average,Medium
Loose Cannons,7.3,2010,R,Comedy,Ferzan Ozpetek,Riccardo Scamarcio,"Comedy, Drama, Romance",110.0,Comedy,Drama,Romance,,,,,,3,2010,Good,Medium
"Ultramarines: A Warhammer 40,000 Movie",5.7,2010,R,Action,Martyn Pick,Sean Pertwee,"Action, Animation, Fantasy, Horror, Mystery, Sci-Fi, Thriller",76.0,Action,Animation,Fantasy,Horror,Mystery,Sci-Fi,Thriller,,7,2010,Average,Short
Beneath Hill 60,7.1,2010,R,Drama,Jeremy Sims,Harrison Gilbertson,"Drama, History, War",122.0,Drama,History,War,,,,,,3,2010,Good,Long
My Name Is Khan,8.0,2010,PG-13,Adventure,Karan Johar,Shah Rukh Khan,"Adventure, Drama, Thriller",128.0,Adventure,Drama,Thriller,,,,,,3,2010,Good,Long
Easy A,7.1,2010,PG-13,Comedy,Will Gluck,Emma Stone,"Comedy, Romance",92.0,Comedy,Romance,,,,,,,2,2010,Good,Medium
Another Year,7.3,2010,PG-13,Comedy,Mike Leigh,Jim Broadbent,"Comedy, Drama",129.0,Comedy,Drama,,,,,,,2,2010,Good,Long
Its Kind of a Funny Story,7.2,2010,PG-13,Comedy,Anna Boden,Zoë Kravitz,"Comedy, Drama, Romance",101.0,Comedy,Drama,Romance,,,,,,3,2010,Good,Medium
Made in Dagenham,7.2,2010,R,Biography,Nigel Cole,Bob Hoskins,"Biography, Comedy, Drama, History",113.0,Biography,Comedy,Drama,History,,,,,4,2010,Good,Medium
Wild Target,6.9,2010,PG-13,Action,Jonathan Lynn,Rupert Grint,"Action, Comedy, Crime",98.0,Action,Comedy,Crime,,,,,,3,2010,Average,Medium
Cyrus,6.3,2010,R,Comedy,Jay Duplass,Matt Walsh,"Comedy, Drama, Romance",91.0,Comedy,Drama,Romance,,,,,,3,2010,Average,Medium
Somewhere,6.3,2010,R,Comedy,Sofia Coppola,Nathalie Fay,"Comedy, Drama",97.0,Comedy,Drama,,,,,,,2,2010,Average,Medium
Hesher,7.1,2010,R,Drama,Spencer Susser,Joseph Gordon-Levitt,Drama,106.0,Drama,,,,,,,,1,2010,Good,Medium
The Extra Man,5.9,2010,R,Comedy,Shari Springer Berman,Lynn Cohen,Comedy,108.0,Comedy,,,,,,,,1,2010,Average,Medium
Cah,6.0,2010,R,Comedy,Stephen Milburn Anderson,Chris Hemsworth,"Comedy, Crime, Thriller",118.0,Comedy,Crime,Thriller,,,,,,3,2010,Average,Medium
Incendies,8.2,2010,R,Drama,Denis Villeneuve,Lubna Azabal,"Drama, Mystery, War",139.0,Drama,Mystery,War,,,,,,3,2010,Excellent,Long
Tracker,6.5,2010,R,Action,Ian Sharp,Ray Winstone,"Action, Adventure, Drama, Western",102.0,Action,Adventure,Drama,Western,,,,,4,2010,Average,Medium
The 5th Quarter,5.7,2010,PG,Biography,Rick Bieber,Aidan Quinn,"Biography, Drama, Sport",90.0,Biography,Drama,Sport,,,,,,3,2010,Average,Short
Standing Ovation,3.4,2010,PG,Musical,Stewart Raffill,Kayla Jackson,Musical,105.0,Musical,,,,,,,,1,2010,Poor,Medium
Sea Rex 3D: Journey to a Prehistoric World,6.9,2010,R,Documentary,Ronan Chapalain,Norbert Ferrer,Documentary,58.5,Documentary,,,,,,,,1,2010,Average,Short
Of Gods and Men,7.2,2010,PG-13,Drama,Xavier Beauvois,Lambert Wilson,Drama,122.0,Drama,,,,,,,,1,2010,Good,Long
Everything Must Go,6.4,2010,R,Comedy,Dan Rush,Will Ferrell,"Comedy, Drama",97.0,Comedy,Drama,,,,,,,2,2010,Average,Medium
Rabbit Hole,7.0,2010,PG-13,Drama,John Cameron Mitchell,Dianne Wiest,Drama,91.0,Drama,,,,,,,,1,2010,Average,Medium
Tucker and Dale vs Evil,7.6,2010,R,Comedy,Eli Craig,Katrina Bowden,"Comedy, Horror",89.0,Comedy,Horror,,,,,,,2,2010,Good,Short
The Names of Love,7.2,2010,R,Comedy,Michel Leclerc,Sara Forestier,"Comedy, Drama, Romance",100.0,Comedy,Drama,Romance,,,,,,3,2010,Good,Medium
Mozarts Sister,6.4,2010,R,Biography,René Féret,Nicolas Giraud,"Biography, Drama, Music, Romance",120.0,Biography,Drama,Music,Romance,,,,,4,2010,Average,Medium
Easy Money,6.7,2010,R,Action,Daniel Espinosa,Fabian Bolin,"Action, Crime, Drama, Thriller",124.0,Action,Crime,Drama,Thriller,,,,,4,2010,Average,Long
The Kids Are All Right,7.1,2010,R,Comedy,Lisa Cholodenko,Josh Hutcherson,"Comedy, Drama",106.0,Comedy,Drama,,,,,,,2,2010,Good,Medium
Trust,7.0,2010,R,Crime,David Schwimmer,Noah Emmerich,"Crime, Drama, Thriller",106.0,Crime,Drama,Thriller,,,,,,3,2010,Average,Medium
Stake Land,6.5,2010,R,Drama,Jim Mickle,Connor Paolo,"Drama, Horror, Sci-Fi",98.0,Drama,Horror,Sci-Fi,,,,,,3,2010,Average,Medium
Four Lions,7.3,2010,R,Comedy,Christopher Morris,Kayvan Novak,"Comedy, Crime, Drama",97.0,Comedy,Crime,Drama,,,,,,3,2010,Good,Medium
Trollhunter,7.0,2010,PG-13,Comedy,André Øvredal,Otto Jespersen,"Comedy, Drama, Fantasy, Horror",103.0,Comedy,Drama,Fantasy,Horror,,,,,4,2010,Average,Medium
Beginners,7.2,2010,R,Comedy,Mike Mills,Goran Visnjic,"Comedy, Drama, Romance",105.0,Comedy,Drama,Romance,,,,,,3,2010,Good,Medium
Paranormal Activity 2,5.7,2010,R,Horror,Tod Williams,Sprague Grayden,Horror,98.0,Horror,,,,,,,,1,2010,Average,Medium
Please Give,6.6,2010,R,Comedy,Nicole Holofcener,Oliver Platt,"Comedy, Drama",90.0,Comedy,Drama,,,,,,,2,2010,Average,Short
Letters to God,6.3,2010,PG,Drama,David Nixon,Robyn Lively,"Drama, Family",110.0,Drama,Family,,,,,,,2,2010,Average,Medium
Barry Munday,5.9,2010,R,Comedy,Chris D'Arienzo,Judy Greer,"Comedy, Drama, Romance",95.0,Comedy,Drama,Romance,,,,,,3,2010,Average,Medium
Freakonomics,6.4,2010,PG-13,Documentary,Heidi Ewing,Greg Crowe,Documentary,93.0,Documentary,,,,,,,,1,2010,Average,Medium
Griff the Invisible,6.1,2010,PG-13,Comedy,Leon Ford,Maeve Dermody,"Comedy, Drama, Romance, Sci-Fi",90.0,Comedy,Drama,Romance,Sci-Fi,,,,,4,2010,Average,Short
"Fat, Sick  Nearly Dead",7.6,2010,R,Documentary,Joe Cross,Joe Cross,Documentary,97.0,Documentary,,,,,,,,1,2010,Good,Medium
8: The Mormon Proposition,7.1,2010,R,Documentary,Reed Cowan,Dustin Lance Black,Documentary,80.0,Documentary,,,,,,,,1,2010,Good,Short
Super,6.8,2010,R,Comedy,James Gunn,Linda Cardellini,"Comedy, Crime, Drama",96.0,Comedy,Crime,Drama,,,,,,3,2010,Average,Medium
Christmas Mail,5.8,2010,TV-PG,Comedy,John Murlowski,Ashley Scott,"Comedy, Drama, Family, Romance",89.0,Comedy,Drama,Family,Romance,,,,,4,2010,Average,Short
Redemption Road,5.9,2010,PG-13,Drama,Mario Van Peebles,Tom Skerritt,Drama,95.0,Drama,,,,,,,,1,2010,Average,Medium
Lies in Plain Sight,6.3,2010,TV-PG,Drama,Patricia Cardoso,Rosie Perez,Drama,89.0,Drama,,,,,,,,1,2010,Average,Short
Winters Bone,7.2,2010,R,Drama,Debra Granik,Jennifer Lawrence,Drama,100.0,Drama,,,,,,,,1,2010,Good,Medium
Inside Job,8.3,2010,PG-13,Crime,Charles Ferguson,Matt Damon,"Crime, Documentary",105.0,Crime,Documentary,,,,,,,2,2010,Excellent,Medium
Meeks Cutoff,6.5,2010,PG,Drama,Kelly Reichardt,Bruce Greenwood,"Drama, Western",104.0,Drama,Western,,,,,,,2,2010,Average,Medium
The Virginity Hit,4.6,2010,R,Comedy,Huck Botko,Matt Bennett,Comedy,86.0,Comedy,,,,,,,,1,2010,Poor,Short
Nine Dead,5.5,2010,R,Crime,Chris Shadley,Daniel Baldwin,"Crime, Drama, Horror, Mystery, Thriller",83.0,Crime,Drama,Horror,Mystery,Thriller,,,,5,2010,Average,Short
Buried,7.0,2010,R,Drama,Rodrigo Cortés,Ryan Reynolds,"Drama, Mystery, Thriller",95.0,Drama,Mystery,Thriller,,,,,,3,2010,Average,Medium
Submarine,7.3,2010,R,Comedy,Richard Ayoade,Craig Roberts,"Comedy, Drama, Romance",97.0,Comedy,Drama,Romance,,,,,,3,2010,Good,Medium
The Last Exorcism,5.6,2010,PG-13,Drama,Daniel Stamm,Caleb Landry Jones,"Drama, Horror, Thriller",87.0,Drama,Horror,Thriller,,,,,,3,2010,Average,Short
I Spit on Your Grave,6.3,2010,R,Horror,Steven R. Monroe,Sarah Butler,"Horror, Thriller",105.0,Horror,Thriller,,,,,,,2,2010,Average,Medium
